example_id                                                    | status | run_time        |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:1:1:1:1:1]     | passed | 0.2726 seconds  |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:1:1:1:2:1]     | passed | 0.25335 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:1:2:1:1:1]     | passed | 0.24421 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:1:2:1:2:1]     | passed | 0.25066 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:1:3:1:1:1]     | passed | 0.22555 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:1:3:1:2:1]     | passed | 0.24697 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:2:1:1:1:1:1]   | passed | 0.2238 seconds  |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:2:1:1:1:2:1]   | passed | 0.22463 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:2:2:1:1:1]     | passed | 0.22597 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:2:2:1:2:1]     | passed | 0.22417 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:2:3:1:1:1]     | passed | 0.20171 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:2:3:1:2:1]     | passed | 0.24525 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:3:1:1:1:1:1]   | passed | 0.224 seconds   |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:3:1:1:1:2:1]   | passed | 0.22441 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:4:1:1:1:1:1]   | passed | 0.22504 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:4:1:1:1:2:1]   | passed | 0.20149 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:4:2:1:1:1:1]   | passed | 0.24941 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:4:2:1:1:2:1]   | passed | 0.24554 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:4:3:1:1:1:1]   | passed | 0.19907 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:7:4:3:1:1:2:1]   | passed | 0.22731 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:1:1:1:1:1]     | passed | 0.19708 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:1:1:1:2:1]     | passed | 0.27746 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:1:2:1:1:1]     | passed | 0.24681 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:1:2:1:2:1]     | passed | 0.16547 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:1:3:1:1:1]     | passed | 0.16871 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:1:3:1:2:1]     | passed | 0.24515 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:2:1:1:1:1:1]   | passed | 0.19566 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:2:1:1:1:2:1]   | passed | 0.15923 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:2:2:1:1:1]     | passed | 0.23915 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:2:2:1:2:1]     | passed | 0.20849 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:2:3:1:1:1]     | passed | 0.24038 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:2:3:1:2:1]     | passed | 0.20682 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:3:1:1:1:1:1]   | passed | 0.24247 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:3:1:1:1:2:1]   | passed | 0.15618 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:4:1:1:1:1:1]   | passed | 0.14468 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:4:1:1:1:2:1]   | passed | 0.20219 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:4:2:1:1:1:1]   | passed | 0.20305 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:4:2:1:1:2:1]   | passed | 0.24092 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:4:3:1:1:1:1]   | passed | 0.16095 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:8:4:3:1:1:2:1]   | passed | 0.19009 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:1:1:1:1:1]     | passed | 0.25329 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:1:1:1:2:1]     | passed | 0.24927 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:1:2:1:1:1]     | passed | 0.25278 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:1:2:1:2:1]     | passed | 0.28737 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:1:3:1:1:1]     | passed | 0.20788 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:1:3:1:2:1]     | passed | 0.24326 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:2:1:1:1:1:1]   | passed | 0.1568 seconds  |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:2:1:1:1:2:1]   | passed | 0.19229 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:2:2:1:1:1]     | passed | 0.19939 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:2:2:1:2:1]     | passed | 0.15216 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:2:3:1:1:1]     | passed | 0.15319 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:2:3:1:2:1]     | passed | 0.24223 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:3:1:1:1:1:1]   | passed | 0.20019 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:3:1:1:1:2:1]   | passed | 0.15879 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:4:1:1:1:1:1]   | passed | 0.23606 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:4:1:1:1:2:1]   | passed | 0.15613 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:4:2:1:1:1:1]   | passed | 0.15638 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:4:2:1:1:2:1]   | passed | 0.19862 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:4:3:1:1:1:1]   | passed | 0.18948 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:9:4:3:1:1:2:1]   | passed | 0.15369 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:1:1:1:1:1]    | passed | 0.19926 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:1:1:1:2:1]    | passed | 0.24972 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:1:2:1:1:1]    | passed | 0.24816 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:1:2:1:2:1]    | passed | 0.20548 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:1:3:1:1:1]    | passed | 0.23898 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:1:3:1:2:1]    | passed | 0.20802 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:2:1:1:1:1:1]  | passed | 0.13993 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:2:1:1:1:2:1]  | passed | 0.19945 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:2:2:1:1:1]    | passed | 0.16033 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:2:2:1:2:1]    | passed | 0.18744 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:2:3:1:1:1]    | passed | 0.14835 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:2:3:1:2:1]    | passed | 0.20111 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:3:1:1:1:1:1]  | passed | 0.15261 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:3:1:1:1:2:1]  | passed | 0.14462 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:4:1:1:1:1:1]  | passed | 0.1579 seconds  |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:4:1:1:1:2:1]  | passed | 0.14675 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:4:2:1:1:1:1]  | passed | 0.1508 seconds  |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:4:2:1:1:2:1]  | passed | 0.14267 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:4:3:1:1:1:1]  | passed | 0.14662 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:10:4:3:1:1:2:1]  | passed | 0.14912 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:11:1:1:1]        | passed | 0.20098 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:11:1:2:1]        | passed | 0.15785 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:12:1:1:1]        | passed | 0.34523 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:12:1:2:1]        | passed | 0.29926 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:13:1:1:1]        | passed | 0.19649 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:13:1:2:1]        | passed | 0.14949 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:14:1:1:1]        | passed | 0.15321 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:14:1:2:1]        | passed | 0.19948 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:15:1:1:1]        | passed | 0.19544 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:15:1:2:1]        | passed | 0.19754 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:1:1:1:1:1:1]  | passed | 0.14958 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:1:1:1:1:2:1]  | passed | 0.19755 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:1:2:1:1:1]    | passed | 0.15031 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:1:2:1:2:1]    | passed | 0.16031 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:1:3:1:1:1]    | passed | 0.1896 seconds  |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:1:3:1:2:1]    | passed | 0.14941 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:2:1:1:1:1:1]  | passed | 0.14844 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:2:1:1:1:2:1]  | passed | 0.15501 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:2:2:1:1:1:1]  | passed | 0.15674 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:2:2:1:1:2:1]  | passed | 0.18664 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:2:3:1:1:1:1]  | passed | 0.14954 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:2:3:1:1:2:1]  | passed | 0.15684 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:3:1:1:1]      | passed | 0.19216 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:3:1:2:1]      | passed | 0.20163 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:4:1:1:1]      | passed | 0.15828 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:4:1:2:1]      | passed | 0.19503 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:5:1:1:1]      | passed | 0.15442 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:5:1:2:1]      | passed | 0.18892 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:6:1:1:1]      | passed | 0.19645 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:16:6:1:2:1]      | passed | 0.20047 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:17:1:1:1]        | passed | 0.30044 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:17:1:2:1]        | passed | 0.25696 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:18:1:1:1:1]      | passed | 0.15165 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:18:1:1:2:1]      | passed | 0.13912 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:18:2:1:1:1]      | passed | 0.15455 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:18:2:1:2:1]      | passed | 0.15035 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:18:3:1:1:1]      | passed | 0.14714 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:18:3:1:2:1]      | passed | 0.19467 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:18:4:1:1:1]      | passed | 0.15995 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:18:4:1:2:1]      | passed | 0.19614 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:18:5:1:1:1]      | passed | 0.19789 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:18:5:1:2:1]      | passed | 0.20668 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:18:6:1:1:1]      | passed | 0.23756 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:18:6:1:2:1]      | passed | 0.25688 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:19:1:1:1:1]      | passed | 0.14947 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:19:1:1:2:1]      | passed | 0.14124 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:19:2:1:1:1]      | passed | 0.14847 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:19:2:1:2:1]      | passed | 0.15715 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:19:3:1:1:1]      | passed | 0.19019 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:19:3:1:2:1]      | passed | 0.14949 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:19:4:1:1:1]      | passed | 0.16453 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:19:4:1:2:1]      | passed | 0.28515 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:19:5:1:1:1]      | passed | 0.19928 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:19:5:1:2:1]      | passed | 0.19857 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:19:6:1:1:1]      | passed | 0.11341 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:19:6:1:2:1]      | passed | 0.14562 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:20:1:1:1:1]      | passed | 0.19726 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:20:1:1:2:1]      | passed | 0.20496 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:20:2:1:1:1]      | passed | 0.14708 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:20:2:1:2:1]      | passed | 0.15408 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:20:3:1:1:1]      | passed | 0.14745 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:20:3:1:2:1]      | passed | 0.19858 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:20:4:1:1:1]      | passed | 0.19822 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:20:4:1:2:1]      | passed | 0.20008 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:20:5:1:1:1]      | passed | 0.18816 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:20:5:1:2:1]      | passed | 0.16208 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:20:6:1:1:1]      | passed | 0.19005 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:20:6:1:2:1]      | passed | 0.24417 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:21:1:1:1:1]      | passed | 0.09918 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:21:1:1:2:1]      | passed | 0.10969 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:21:2:1:1:1]      | passed | 0.14235 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:21:2:1:2:1]      | passed | 0.14698 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:21:3:1:1:1]      | passed | 0.15814 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:21:3:1:2:1]      | passed | 0.10583 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:21:4:1:1:1]      | passed | 0.19117 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:21:4:1:2:1]      | passed | 0.2005 seconds  |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:21:5:1:1:1]      | passed | 0.19977 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:21:5:1:2:1]      | passed | 0.1942 seconds  |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:21:6:1:1:1]      | passed | 0.16283 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:21:6:1:2:1]      | passed | 0.1944 seconds  |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:22:1:1:1:1:1:1]  | passed | 0.24858 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:22:1:1:1:1:2:1]  | passed | 0.19889 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:22:1:2:1:1:1]    | passed | 0.25057 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:22:1:2:1:2:1]    | passed | 0.20136 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:22:1:3:1:1:1]    | passed | 0.24368 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:22:1:3:1:2:1]    | passed | 0.19269 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:22:2:1:1:1:1:1]  | passed | 0.2479 seconds  |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:22:2:1:1:1:2:1]  | passed | 0.21444 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:22:2:2:1:1:1:1]  | passed | 0.19817 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:22:2:2:1:1:2:1]  | passed | 0.19237 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:22:2:3:1:1:1:1]  | passed | 0.24171 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:22:2:3:1:1:2:1]  | passed | 0.20576 seconds |
./spec/apis/v2/merchant_charts_spec.rb[1:1:2:22:3:1:1:1:1:1]  | passed | 0.20414 seconds |
